RMAID,OrderID,Step,Status,Reason
7662,7647,Product replacement or account refund processed,Complete,Order
7663,7648,Product replacement or account refund processed,Complete,Order
7664,7649,Awaiting customer Documentation,Pending,Defective
7665,7650,Product replacement or account refund processed,Complete,Incorrect
7666,7651,Product replacement or account refund processed,Complete,Defective
7667,7652,Product replacement or account refund processed,Complete,Defective
7668,7654,Product replacement or account refund processed,Complete,Defective
7669,7655,Product replacement or account refund processed,Complete,Order
7670,7656,Product replacement or account refund processed,Complete,Order
7671,7658,Product replacement or account refund processed,Complete,Incorrect
7672,7661,Product replacement or account refund processed,Complete,Defective
7673,7663,Product replacement or account refund processed,Complete,Incorrect
7674,7664,Product replacement or account refund processed,Complete,Defective
7675,7665,Product replacement or account refund processed,Complete,Incorrect
7676,7668,Product replacement or account refund processed,Complete,Incorrect
7677,7671,Product replacement or account refund processed,Complete,Defective
7678,7671,Product replacement or account refund processed,Complete,Incorrect
7679,7673,Product replacement or account refund processed,Complete,Order
7680,7673,Product replacement or account refund processed,Complete,Order
7681,7673,Product replacement or account refund processed,Complete,Order
7682,7667,Product replacement or account refund processed,Complete,Incorrect
7683,7668,Product replacement or account refund processed,Complete,Defective
7684,7678,Product replacement or account refund processed,Complete,Order
7685,7670,Product replacement or account refund processed,Complete,Defective
7686,7671,Awaiting customer Documentation,Pending,Incorrect
7687,7681,Product replacement or account refund processed,Complete,Order
7688,7673,Awaiting customer Documentation,Pending,Order
7689,7683,Product replacement or account refund processed,Complete,Defective
7690,7684,Product replacement or account refund processed,Complete,Order
7691,7683,Product replacement or account refund processed,Complete,Order
7692,7686,Product replacement or account refund processed,Complete,Incorrect
7693,7684,Product replacement or account refund processed,Complete,Order
7694,7686,Product replacement or account refund processed,Complete,Order
7695,7689,Product replacement or account refund processed,Complete,Defective
7696,7683,Product replacement or account refund processed,Complete,Order
7697,7691,Product replacement or account refund processed,Complete,Incorrect
7698,7691,Product replacement or account refund processed,Complete,Order
7699,7684,Received returned equipment,Initiated,Defective
7700,7685,Product replacement or account refund processed,Complete,Order
7701,7686,Product replacement or account refund processed,Complete,Order
7702,7688,Product replacement or account refund processed,Complete,Defective
7703,7689,Product replacement or account refund processed,Complete,Defective
7704,7691,Product replacement or account refund processed,Complete,Order
7705,7693,Product replacement or account refund processed,Complete,Incorrect
7706,7694,Product replacement or account refund processed,Complete,Defective
7707,7697,Product replacement or account refund processed,Complete,Order
7708,7702,Product replacement or account refund processed,Complete,Defective
7709,7702,Product replacement or account refund processed,Complete,Defective
7710,7700,Product replacement or account refund processed,Complete,Order
7711,7701,Product replacement or account refund processed,Complete,Incorrect
7712,7702,Awaiting customer Documentation,Pending,Order
7713,7698,Received returned equipment,Initiated,Incorrect
7714,7699,Awaiting customer Documentation,Pending,Defective
7715,7709,Product replacement or account refund processed,Complete,Order
7716,7701,Product replacement or account refund processed,Complete,Incorrect
7717,7702,Product replacement or account refund processed,Complete,Defective
7718,7704,Product replacement or account refund processed,Complete,Incorrect
7719,7705,Product replacement or account refund processed,Complete,Defective
7720,7707,Awaiting customer Documentation,Pending,Defective
7721,7709,Product replacement or account refund processed,Complete,Incorrect
7722,7710,Product replacement or account refund processed,Complete,Defective
7723,7713,Product replacement or account refund processed,Complete,Defective
7724,7718,Awaiting customer Documentation,Pending,Defective
7725,7718,Product replacement or account refund processed,Complete,Order
7726,7720,Product replacement or account refund processed,Complete,Order
7727,7714,Product replacement or account refund processed,Complete,Defective
7728,7715,Product replacement or account refund processed,Complete,Defective
7729,7717,Product replacement or account refund processed,Complete,Defective
7730,7718,Product replacement or account refund processed,Complete,Defective
7731,7719,Awaiting customer Documentation,Pending,Incorrect
7732,7720,Product replacement or account refund processed,Complete,Defective
7733,7727,Product replacement or account refund processed,Complete,Order
7734,7721,Product replacement or account refund processed,Complete,Defective
7735,7723,Awaiting customer Documentation,Pending,Incorrect
7736,7730,Product replacement or account refund processed,Complete,Defective
